"group_key","anchor","tables","k","items_total","items_min","n_min","n_max","same_n","cells_est","eligible","score"
"bib:@misc{INEGI2023,
  title = {Encuesta Nacional de Calidad e Impacto Gubernamental 2023},
  author = {{INEGI}},
  year = {2023},
  howpublished = {\url{https://www.inegi.org.mx/programas/encig/2023/#microdatos}},
  note = {SNIEG. Información de Interés Nacional}
}","mexico_2023_quality_parks","mexico_2023_quality_parks|mexico_2023_quality_water|mexico_2023_quality_wellbeingservice|mexico_2023_quality_university|mexico_2023_quality_cablecars|mexico_2023_quality_corruption",6,48,5,78896,78896,TRUE,3787008,FALSE,10.5770549851871
"doi:10.1371/journal.pone.0208438","wesselmann_2018_state_anxiety","wesselmann_2018_state_anxiety|wesselmann_2018_trait_anxiety|wesselmann_2018_pcl|wesselmann_2018_social_support|wesselmann_2018_distress|wesselmann_2018_ostracism|wesselmann_2018_drri|wesselmann_2018_msp|wesselmann_2018_needs",9,109,5,125,128,FALSE,13894,FALSE,10.3702433463414
"doi:10.1037/pas0001323","ucla_BrummerHoffman_2021","ucla_BrummerHoffman_2021|promis_BrummerHoffman_2021|grit_BrummerHoffman_2021|phq_BrummerHoffman_2021|gad_BrummerHoffman_2021|whodas_BrummerHoffman_2021|wemwbs_BrummerHoffman_2021|audit_BrummerHoffman_2021",8,193,3,1828,1828,TRUE,352804,FALSE,9.97530952473114
"doi:10.1038/s41597-025-06035-z","qi_2025_self_construal","qi_2025_self_construal|qi_2025_swls|qi_2025_modesty|qi_2025_panas|qi_2025_self_esteem|qi_2025_big_five|qi_2025_dark_triad|qi_2025_self_concept_clarity|qi_2025_individualism_collectivism",9,215,5,134,134,TRUE,28810,FALSE,9.69377146503147
"doi:10.1787/19963777","pisa2006_science","pisa2006_science|pisa2006_math|pisa2006_read|pisa2009_science|pisa2009_read|pisa2009_math|pisa2012_math|pisa2012_read|pisa2012_science",9,693,28,200682,514832,FALSE,276564102,FALSE,9.68250842056299
"doi:10.1017/S1475676526101017","germann_2026_redistribution","germann_2026_redistribution|germann_2026_immigration|germann_2026_environment|germann_2026_national_identity|germann_2026_state_intervention",5,16,2,53179,53609,FALSE,854979,FALSE,9.61907349975188
"doi:10.1037/pspa0000464","moral_absolutism_goyal_2025_nfc","moral_absolutism_goyal_2025_nfc|moral_absolutism_goyal_2025_dt|moral_absolutism_goyal_2025_mr|moral_absolutism_goyal_2025_stance|moral_absolutism_goyal_2025_mfq|moral_absolutism_goyal_2025_pp|moral_absolutism_goyal_2025_moral",7,130,3,2430,5802,FALSE,446238,FALSE,9.51893960693165
"doi:10.1371/journal.pone.0274378","ruiz_parra_2023_pid5bf","ruiz_parra_2023_pid5bf|ruiz_parra_2023_maas|ruiz_parra_2023_scl90r|ruiz_parra_2023_iip32|ruiz_parra_2023_ipo83|ruiz_parra_2023_bdi2|ruiz_parra_2023_rfq8|ruiz_parra_2023_iri_pt|ruiz_parra_2023_tas20",9,300,7,254,605,FALSE,88400,FALSE,9.40483371661994
"doi:10.3389/fpsyg.2019.02550","ren2019_ypic","ren2019_ypic|ren2019_cpti|ren2019_scpv|ren2019_sdq|ren_2019_scpv|ren_2019_cpti|ren_2019_ypic|ren_2019_sdq",8,166,12,298,299,FALSE,49584,FALSE,9.36754959740959
"doi:10.1027/1614-0001/a000440","autism_blotner_2025_s2_acme","autism_blotner_2025_s2_acme|autism_blotner_2025_s2_aq|autism_blotner_2025_s1_tactics|autism_blotner_2025_s2_qcae|autism_blotner_2025_s1_bes|autism_blotner_2025_s1_aq|autism_blotner_2025_s1_views|autism_blotner_2025_s2_ffmi",8,211,6,535,535,TRUE,112885,FALSE,9.32168711535456
"doi:10.1371/journal.pone.0232232","neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc|neurodegenerative_huizinga_2019_sims|neurodegenerative_huizinga_2019_dass|neurodegenerative_huizinga_2019_user|neurodegenerative_huizinga_2019_brief|neurodegenerative_huizinga_2019_feda|neurodegenerative_huizinga_2019_cvc|neurodegenerative_huizinga_2019_vfq",8,285,16,1461,1461,TRUE,416385,FALSE,9.2646502159343
"bib:@dataset{CIS2025,
  author = {{Centro de Investigaciones Sociológicas (CIS)}},
  title = {Barómetro sanitario 2025 (tercera oleada)},
  year = {2025},
  number = {3531},
  url = {https://www.cis.es/es/estudios/barometro-sanitario-2025-tercera-oleada-?chartType=bar&cuestionario=18010&muestra=26369&pregunta=657578&variable=1094813}
}","spain_2025_sanitation_regional","spain_2025_sanitation_regional|spain_2025_sanitation_services|spain_2025_sanitation_primary|spain_2025_sanitation_system|spain_2025_sanitation_hospital|spain_2025_sanitation_coordination|spain_2025_sanitation_aiconcern",7,37,2,248,2427,FALSE,65804,FALSE,9.14778501415955
"doi:10.17605/OSF.IO/PH6KS","PEMAIW_Qiu_2020_MLQ","PEMAIW_Qiu_2020_MLQ|PEMAIW_Qiu_2020_DASS|PEMAIW_Qiu_2020_SWLS|PEMAIW_Qiu_2020_PANAS|PEMAIW_Qiu_2020_FFMQ|PEMAIW_Qiu_2020_MEQ|PEMAIW_Qiu_2020_BWSS",7,145,5,952,1057,FALSE,143675,FALSE,9.01197028171781
"doi:10.3758/s13428-025-02708-0","margaretto_2025_translation_study_1_vocabulary_3","margaretto_2025_translation_study_1_vocabulary_3|margaretto_2025_translation_study_1_generalknowledge|margaretto_2025_translation_study_2_vocabulary_full|margaretto_2025_translation_study_2_readingcomprehension|margaretto_2025_translation_study_2_generalknowledge_1|margaretto_2025_translation_study_2_generalknowledge_2|margaretto_2025_translation_study_1_readingcomprehension|margaretto_2025_translation_study_1_lextale|margaretto_2025_translation_study_2_lextale|margaretto_2025_translation_study_1_vocabulary_1|margaretto_2025_translation_study_1_vocabulary_2",11,654,42,220,231,FALSE,147620,FALSE,8.98242268082221
"doi:10.1371/journal.pone.0169808","carver_2017_puggs_pilot1_traits","carver_2017_puggs_pilot1_traits|carver_2017_puggs_pilot1_det_core|carver_2017_puggs_pilot1_genom_know|carver_2017_puggs_pilot1_attitudes|carver_2017_puggs_pilot2_traits|carver_2017_puggs_pilot2_det_core|carver_2017_puggs_pilot2_attitudes|carver_2017_puggs_pilot2_genom_know",8,133,9,73,207,FALSE,19251,FALSE,8.97665619345379
"doi:10.34894/FDDFTJ","IJLS_Eersel_2024_Optimism","IJLS_Eersel_2024_Optimism|IJLS_Eersel_2024_Anxiety|IJLS_Eersel_2024_IJLSreaction|IJLS_Eersel_2024_Depression|IJLS_Eersel_2024_ICECAP|IJLS_Eersel_2024_IUS|IJLS_Eersel_2024_DenialAcceptance",7,50,4,199,200,FALSE,9959,FALSE,8.96551974307637
"doi:10.1037/pas0001344","nas_rogoza_2024_study2_nas","nas_rogoza_2024_study2_nas|nas_rogoza_2024_study5_nvs|nas_rogoza_2024_study2_ngs|nas_rogoza_2024_study2_nvs|nas_rogoza_2024_study5_ngs|nas_rogoza_2024_study5_nas|nas_rogoza_2024_study1",7,84,4,317,369,FALSE,29700,FALSE,8.94105926221775
"doi:10.1371/journal.pone.0128876","meloni_2015_deq_ce_parent","meloni_2015_deq_ce_parent|meloni_2015_child_disab_knowledge|meloni_2015_parent_divers_ed|meloni_2015_deq_oe_parent|meloni_2015_child_ia_frequency|meloni_2015_deq_oe_child|meloni_2015_deq_ce_child|meloni_2015_parent_interests|meloni_2015_child_ia_satisfaction",9,301,16,76,76,TRUE,22876,FALSE,8.87414692561412
"doi:10.31234/osf.io/7u98d","NAMPRB_Siwiak_2024_DESRPL","NAMPRB_Siwiak_2024_DESRPL|NAMPRB_Siwiak_2024_SSUB|NAMPRB_Siwiak_2024_KOP20|NAMPRB_Siwiak_2024_KON2066|NAMPRB_Siwiak_2024_GCBS|NAMPRB_Siwiak_2024_NEOFFI|NAMPRB_Siwiak_2024_BSR10|NAMPRB_Siwiak_2024_AOT",8,208,8,156,887,FALSE,62578,FALSE,8.8064579316878
"bib:@misc{hexaco_extraversion_facets,
  author       = {Ashton, M. C. and Lee, K. and Goldberg, L. R.},
  title        = {HEXACO Personality Inventory: Extraversion (X) Facets},
  year         = {2007},
  howpublished = {\url{https://ipip.ori.org/newhexaco_pi_key.htm}},
  note         = {Based on: Ashton, M. C., Lee, K., & Goldberg, L. R. (2007). The IPIP--HEXACO scales: An alternative, public-domain measure of the personality constructs in the HEXACO model. Personality and Individual Differences, 42, 1515--1526.}
}","hexaco_ashton_2014_c","hexaco_ashton_2014_c|hexaco_ashton_2014_a|hexaco_ashton_2014_h|hexaco_ashton_2014_e|hexaco_ashton_2014_x|hexaco_ashton_2014_o",6,240,40,22786,22786,TRUE,5468640,FALSE,8.75766809304363
"doi:10.1371/journal.pone.0310351","idemudia_2025_s201","idemudia_2025_s201|idemudia_2025_s101|idemudia_2025_t201|idemudia_2025_e201|idemudia_2025_d101|idemudia_2025_s301|idemudia_2025_t101",7,115,4,324,329,FALSE,37671,FALSE,8.74387834353995
"bib:@misc{inegi2023encig,
  author = {{INEGI}},
  title = {Encuesta Nacional de Calidad e Impacto Gubernamental 2023},
  year = {2023},
  howpublished = {\url{https://www.inegi.org.mx/programas/encig/2023/#microdatos}},
  note = {SNIEG. Información de Interés Nacional}
}","mexico_2023_quality_trash","mexico_2023_quality_trash|mexico_2023_quality_health|mexico_2023_quality_trains|mexico_2023_quality_administration",4,29,4,78896,78896,TRUE,2287984,FALSE,8.70372165185373
"doi:10.1027/1015-5759/a000668","prpt_hellmann_2021_selfesteem","prpt_hellmann_2021_selfesteem|prpt_hellmann_2021_achievementmotive|prpt_hellmann_2021_realisticthreat|prpt_hellmann_2021_fearofcrime|prpt_hellmann_2021_threat|prpt_hellmann_2021_conscientiousness",6,78,10,1411,1416,FALSE,110317,FALSE,8.62952701375435
"bib:@misc{inegi2023encig,
  author = {{INEGI}},
  title = {Encuesta Nacional de Calidad e Impacto Gubernamental 2023},
  year = {2023},
  howpublished = {SNIEG. Información de Interés Nacional},
  url = {https://www.inegi.org.mx/programas/encig/2023/#microdatos}
}","mexico_2023_quality_wellbeing","mexico_2023_quality_wellbeing|mexico_2023_quality_low|mexico_2023_quality_streets|mexico_2023_quality_problems",4,41,5,78896,78896,TRUE,3234736,FALSE,8.62372165185373
"doi:10.1371/journal.pone.0295133","liu_2023_brand_trust","liu_2023_brand_trust|liu_2023_perceived_control|liu_2023_attitude|liu_2023_purchase_behavior|liu_2023_subjective_norm|liu_2023_purchase_intention",6,19,3,544,544,TRUE,10336,FALSE,8.60893223303151
"doi:10.1371/journal.pone.0171206","conner_2017_lot","conner_2017_lot|conner_2017_vitality|conner_2017_bfi|conner_2017_curiosity|conner_2017_cesd|conner_2017_hads_anxiety|conner_2017_flourishing",7,99,4,171,171,TRUE,16929,FALSE,8.57299611039215
"doi:10.3886/E194063V2","cognitive_load_klimova_2023_know","cognitive_load_klimova_2023_know|cognitive_load_klimova_2023_tbzsg|cognitive_load_klimova_2023_paas|cognitive_load_klimova_2023_mlq|cognitive_load_klimova_2023_masr|cognitive_load_klimova_2023_stomp|cognitive_load_klimova_2023_pwi",7,101,3,170,170,TRUE,17170,FALSE,8.55711558804494
"doi:10.1037/pas0001432","heekerens2025_phq","heekerens2025_phq|heekerens2025_sdq|heekerens2025_dss|heekerens2025_bfi_extraversion|heekerens2025_pds|heekerens2025_bfi_neuroticism|heekerens2025_bfi_openness",7,61,2,88,88,TRUE,5368,FALSE,8.5378160054835
"doi:10.1007/s11136-023-03348-7","uti_newlands_2023_uclals","uti_newlands_2023_uclals|uti_newlands_2023_fsdsr|uti_newlands_2023_rutiiq|uti_newlands_2023_gad|uti_newlands_2023_psq|uti_newlands_2023_phq|uti_newlands_2023_wpai",7,115,6,198,240,FALSE,27054,FALSE,8.52999852359486
"doi:10.1177/183449092413107","phq_insomnia_wang2025","phq_insomnia_wang2025|aslec_insomnia_wang2025|isi_insomnia_wang2025",3,40,7,572095,572095,TRUE,22883800,FALSE,8.49080148546555
"doi:10.3758/s13428-024-02500-6","OS_TBMWTFS_Schubert_2023_MAAS","OS_TBMWTFS_Schubert_2023_MAAS|OS_TBMWTFS_Schubert_2023_CERQ|OS_TBMWTFS_Schubert_2023_ACS|OS_TBMWTFS_Schubert_2023_IPIP|OS_TBMWTFS_Schubert_2023_SMW|OS_TBMWTFS_Schubert_2023_BMW3|OS_TBMWTFS_Schubert_2023_DMW",7,119,4,174,1038,FALSE,35187,FALSE,8.44721591494927
"doi:10.1371/journal.pone.0283772","buzgova_2023_gai","buzgova_2023_gai|buzgova_2023_rses|buzgova_2023_gds|buzgova_2023_lsita|buzgova_2023_qol|buzgova_2023_soc",6,83,10,980,1125,FALSE,88476,FALSE,8.43789274235916
"doi:10.31234/osf.io/a7kdx_v8","himmelstein-impossible_question-2025","himmelstein-impossible_question-2025|himmelstein-shipley_vocabulary-2025|himmelstein-cognitive_reflection-2025|himmelstein-berlin_numeracy-2025|himmelstein-admc_raw-2025|himmelstein-shipley_abstraction-2025|himmelstein-number_series-2025",7,244,4,1147,1194,FALSE,290333,FALSE,8.4328967512346
"doi:10.33009/ldbase.1680213217.8ed0","preschool_sel_htks","preschool_sel_htks|preschool_sel_akt|preschool_sel_box|preschool_sel_pl|preschool_sel_dn|preschool_sel_wj|preschool_sel_emt",7,226,10,735,965,FALSE,201178,FALSE,8.35962067241753
"doi:10.7910/DVN/DUBA3J","gilbert_meta_71","gilbert_meta_71|gilbert_meta_68|gilbert_meta_72|gilbert_meta_70|gilbert_meta_69|gilbert_meta_73",6,207,20,5386,9413,FALSE,1429898,FALSE,8.35126634907549
"doi:10.1037/pspp0000549","wvs_panasiuk_security","wvs_panasiuk_security|wvs_panasiuk_science|wvs_panasiuk_national_identity|wvs_panasiuk_politics_society|wvs_panasiuk_work|wvs_panasiuk_family|wvs_panasiuk_environment|wvs_panasiuk_perception_of_life|wvs_panasiuk_religion_morality",9,848,2,98531,98531,TRUE,83554288,FALSE,8.3402395571726
"doi:10.1002/ab.22145","BPAQ_Christopher_2024_BPAQSF","BPAQ_Christopher_2024_BPAQSF|BPAQ_Christopher_2024_FFMQSF|BPAQ_Christopher_2024_OBSI|BPAQ_Christopher_2024_PCL5|BPAQ_Christopher_2024_SCSS|BPAQ_Christopher_2024_PROMIS|BPAQ_Christopher_2024_PSS10",7,109,10,109,170,FALSE,16700,FALSE,8.31075983127396
"doi:10.1371/journal.pone.0279701","reinwarth_2023_domain_satisfaction","reinwarth_2023_domain_satisfaction|reinwarth_2023_domain_importance|reinwarth_2023_psych_symptoms|reinwarth_2023_phq4|reinwarth_2023_loneliness3",5,29,3,2460,2465,FALSE,71401,FALSE,8.19760177377005
"doi:10.1371/journal.pone.0300777","esiason_2024_vlq_consistency","esiason_2024_vlq_consistency|esiason_2024_bdi|esiason_2024_cfq|esiason_2024_ace|esiason_2024_bai|esiason_2024_aaqii|esiason_2024_vlq_importance",7,92,7,54,57,FALSE,5202,FALSE,8.11906042648964
"doi:10.1787/9789264010543-en","pisa2003_problem_solving","pisa2003_problem_solving|pisa2003_math|pisa2003_science|pisa2003_read",4,156,12,143467,270613,FALSE,33230896,FALSE,8.11675201698602
"doi:10.3389/fpsyg.2021.708342.s001","wu2021_resilience","wu2021_resilience|wu2021_career_expectation|wu2021_burnout|wu2021_swls|wu2021_panas|wu2021_empathy",6,101,5,586,588,FALSE,59378,FALSE,8.09456428268476
"doi:10.1371/journal.pone.0209845","lavallee_2019_jealousy","lavallee_2019_jealousy|lavallee_2019_sseb|lavallee_2019_harmony|lavallee_2019_cas|lavallee_2019_loneliness|lavallee_2019_oseb",6,57,3,278,280,FALSE,15942,FALSE,8.06404479591808
"doi:10.1371/journal.pone.0303965","wang_2024_emotion2","wang_2024_emotion2|wang_2024_emotion5|wang_2024_emotion4|wang_2024_emotion1|wang_2024_emotion3",5,19,3,1460,1460,TRUE,27740,FALSE,8.03768618911777
"doi:10.1073/pnas.1818430116","enkavi_2019_gonogo","enkavi_2019_gonogo|enkavi_2019_navon|enkavi_2019_stroop|enkavi_2019_taskswitch|enkavi_2019_simon|enkavi_2019_dpx_axcpt|enkavi_2019_stopsignal|enkavi_2019_ant_flanker",8,409,4,522,523,FALSE,213883,FALSE,7.9910038363356
"doi:10.6084/m9.figshare.30576341.v2","pickova2025_fast_fashion_beliefs","pickova2025_fast_fashion_beliefs|pickova2025_moral_justifications|pickova2025_feelings|pickova2025_perception|pickova2025_behavioral_intent|pickova2025_attitude",6,35,4,133,135,FALSE,4691,FALSE,7.89051830763375
"doi:10.3390/ijerph18105343","teq_novak_2021_teq","teq_novak_2021_teq|teq_novak_2021_socdes|teq_novak_2021_scbs|teq_novak_2021_bfin|teq_novak_2021_selfesteem|teq_novak_2021_spirit",6,59,5,165,1141,FALSE,37476,FALSE,7.82415061088057
"doi:Upcoming","parenting_anunciacao_2025_affect","parenting_anunciacao_2025_affect|parenting_anunciacao_2025_values|parenting_anunciacao_2025_material_rewards|parenting_anunciacao_2025_materialism|parenting_anunciacao_2025_goals|parenting_anunciacao_2025_rejection",6,45,1,129,129,TRUE,5805,FALSE,7.81058971029925
"doi:10.31234/osf.io/8fdma","SV-MAIA2_Randelovic_2021_hexaco100","SV-MAIA2_Randelovic_2021_hexaco100|SV-MAIA2_Randelovic_2021_DASS|SV-MAIA2_Randelovic_2021_delta|SV-MAIA2_Randelovic_2021_SHS|SV-MAIA2_Randelovic_2021_MAIA|SV-MAIA2_Randelovic_2021_MAAS|SV-MAIA2_Randelovic_2021_ERQ|SV-MAIA2_Randelovic_2021_hexaco60",8,371,8,138,449,FALSE,85815,FALSE,7.6665457530679
"doi:https://doi.org/10.57760/sciencedb.o00115.00089","chen_2022_gad","chen_2022_gad|chen_2022_cesd|chen_2022_sasc",3,39,7,77211,77211,TRUE,3011229,FALSE,7.62767917726561
"doi:10.1371/journal.pone.0336220","qin_2025_cultural_identity","qin_2025_cultural_identity|qin_2025_tourism_experience|qin_2025_perceived_cultural_distance|qin_2025_behavioral_intention|qin_2025_tourist_satisfaction",5,17,3,547,547,TRUE,9299,FALSE,7.6246539930001
"doi:10.17605/OSF.IO/FECGZ","SPQVS_Barnby_2017_DSE","SPQVS_Barnby_2017_DSE|SPQVS_Barnby_2017_WHO|SPQVS_Barnby_2017_SENPQ|SPQVS_Barnby_2017_SIAS|SPQVS_Barnby_2017_OEQ|SPQVS_Barnby_2017_OLIFE",6,104,5,191,191,TRUE,19864,FALSE,7.58770003391439
"doi:10.1371/journal.pone.0240914","bitew_2020_lte","bitew_2020_lte|bitew_2020_anxiety|bitew_2020_self_efficacy|bitew_2020_osss3|bitew_2020_phq9",5,39,3,664,694,FALSE,26367,FALSE,7.56216807936802
"bib:@book{Christie1970,
  author    = {Christie, Richard and Geis, Florence L.},
  title     = {Studies in Machiavellianism},
  year      = {1970},
  publisher = {Academic Press},
  url       = {https://openpsychometrics.org/_rawdata/}
}","machivallianism_test_vcl","machivallianism_test_vcl|machivallianism_test_tipi|machivallianism_test_main",3,46,10,73264,73489,FALSE,3378184,FALSE,7.55822395951696
"doi:10.7910/DVN/19PPE7","gilbert_meta_30","gilbert_meta_30|gilbert_meta_28|gilbert_meta_27|gilbert_meta_29",4,60,10,8857,14576,FALSE,674395,FALSE,7.5472866446778
"doi:10.7910/DVN/0NGAKG","promis1wave1_depression","promis1wave1_depression|promis1wave1_fatigue|promis1wave1_anger|promis1wave1_haq|promis1wave1_anxiety|promis1wave1_pain|promis1wave1_physicalfunction|promis1wave1_social|promis1wave1_cesd",9,660,20,778,15961,FALSE,9455784,FALSE,7.49097959698969
"doi:10.1371/journal.pone.0199480","silva_2018_bsq","silva_2018_bsq|silva_2018_phcs|silva_2018_tfeq|silva_2018_whoqol|silva_2018_mbds",5,66,8,802,2198,FALSE,121900,FALSE,7.46417436828416
"doi:10.1371/journal.pone.0279411","choy_2022_extraneous_events","choy_2022_extraneous_events|choy_2022_intent_career|choy_2022_lifelong_career|choy_2022_affect|choy_2022_resilience",5,17,3,366,402,FALSE,6693,FALSE,7.45014775206108
"bib:@dataset{CIS2026,
  author = {{Centro de Investigaciones Sociológicas (CIS)}},
  title = {Índice de Confianza del Consumidor. Mes de mayo 2026},
  year = {2026},
  number = {3565},
  url = {https://www.cis.es/es/estudios/desinformacion-y-humor?cuestionario=18047&muestra=26461&pregunta=660164&variable=1110003&chartType=bar}
}","spain_2026_disinformation_humorperception","spain_2026_disinformation_humorperception|spain_2026_disinformation_offense|spain_2026_disinformation_personalhumor|spain_2026_disinformation_humorlimits",4,15,2,3482,3493,FALSE,52320,FALSE,7.44182876678131
"doi:10.1371/journal.pone.0237859","rzeszutek_2020_wwii_patgrandfather","rzeszutek_2020_wwii_patgrandfather|rzeszutek_2020_swls|rzeszutek_2020_wwii_patgrandmother|rzeszutek_2020_ghq28|rzeszutek_2020_wwii_matgrandmother|rzeszutek_2020_wwii_matgrandfather",6,149,5,269,500,FALSE,53199,FALSE,7.43641894666907
"doi:10.1080/19345747.2025.2450318","gilbert_meta_89","gilbert_meta_89|gilbert_meta_90|gilbert_meta_92|gilbert_meta_93|gilbert_meta_91|gilbert_meta_88",6,275,7,1729,2433,FALSE,643951,FALSE,7.40446165994059
"doi:10.1007/s12671-023-02144-1","paampsmartsud_saba_2023_pss","paampsmartsud_saba_2023_pss|paampsmartsud_saba_2023_pacs|paampsmartsud_saba_2023_ffmq|paampsmartsud_saba_2023_attendance|paampsmartsud_saba_2023_ders|paampsmartsud_saba_2023_amps",6,103,5,100,100,TRUE,10300,FALSE,7.31333333333333
"doi:10.1093/ej/ueae003","gilbert_meta_17","gilbert_meta_17|gilbert_meta_19|gilbert_meta_18",3,63,21,51612,51652,FALSE,3253236,FALSE,7.29275068860172
"doi:10.1027/1614-0001/a000455","jovanovic_2026_conscientiousness_bfi","jovanovic_2026_conscientiousness_bfi|jovanovic_2026_conscientiousness_spane_na|jovanovic_2026_conscientiousness_yips|jovanovic_2026_conscientiousness_panas_na|jovanovic_2026_conscientiousness_dass_d",5,54,6,403,1376,FALSE,49752,FALSE,7.24530504614111
"doi:10.3758/s13428-025-02831-y","lsbq_maleki_2025_persian_switching","lsbq_maleki_2025_persian_switching|lsbq_maleki_2025_persian_comprehension|lsbq_maleki_2025_non_persian_proficiency|lsbq_maleki_2025_dominant_language_home_community|lsbq_maleki_2025_non_persian_use",5,33,3,284,321,FALSE,9774,FALSE,7.23331834004704
"doi:10.1177/1073191120952889","williams-brat2020-study2","williams-brat2020-study2|williams-cps2018|williams-brat2020_study1|williams-cps2019|magnus-format-study2_2022|magnus-format-study1_2022",6,177,21,186,602,FALSE,76488,FALSE,7.08951294421792
"doi:10.3389/fpsyg.2013.00279","psychotools_conspiracist","psychotools_conspiracist|gcbs_brotherton_2013_tipi|gcbs_brotherton_2013_vcl|gcbs_brotherton_2013",4,56,10,2449,2495,FALSE,139030,FALSE,7.01565545179138
"bib:@dataset{INEC2011,
  author = {INEC},
  title = {Encuesta de Victimización y Percepción de Inseguridad 2011},
  year = {2011},
  url = {https://www.ecuadorencifras.gob.ec/encuesta-de-victimizacion-y-percepcion-de-inseguridad-2011/}
}","ecuador_2011_safety_operatives","ecuador_2011_safety_operatives|ecuador_2011_safety_crime",2,11,2,115835,117737,FALSE,1291303,FALSE,6.99050646966965
"doi:10.1007/s11136-013-0553-z","evpromisi_stone_2021_ddpainin","evpromisi_stone_2021_ddpainin|evpromisi_stone_2021_global|evpromisi_stone_2021_cdiag|evpromisi_stone_2021_ddeddep|evpromisi_stone_2021_ddedanx",5,43,6,183,484,FALSE,15393,FALSE,6.97578442306376
"doi:10.1371/journal.pone.0325755","zhao_2025_restor_env_perception","zhao_2025_restor_env_perception|zhao_2025_place_attachment|zhao_2025_nat_env_perception|zhao_2025_leisure_involvement|zhao_2025_psych_recovery_eval",5,50,6,199,199,TRUE,9950,FALSE,6.96551974307637
"doi:10.1037/edu0000916","gilbert_meta_79","gilbert_meta_79|gilbert_meta_81|gilbert_meta_82|gilbert_meta_80|gilbert_meta_78|gilbert_meta_77",6,317,18,1188,1189,FALSE,376851,FALSE,6.96148310731184
"doi:10.31234/osf.io/fgbj4","genpsych_russell_2024_gpt3_5","genpsych_russell_2024_gpt3_5|genpsych_russell_2024_gemma|genpsych_russell_2024_mixtral|genpsych_russell_2024_gpt4o|genpsych_russell_2024_llama3",5,156,28,998,1001,FALSE,155990,FALSE,6.95913054128737
"doi:10.1371/journal.pone.0177758","kraft_todd_2017_care_measure","kraft_todd_2017_care_measure|kraft_todd_2017_competence|kraft_todd_2017_warmth|kraft_todd_2017_panas",4,39,4,1371,1372,FALSE,53479,FALSE,6.87703745478951
"doi:10.1371/journal.pone.0285293","saputra_2023_system_quality","saputra_2023_system_quality|saputra_2023_job_performance|saputra_2023_info_quality|saputra_2023_perceived_usefulness|saputra_2023_perceived_ease_of_use",5,30,5,118,118,TRUE,3540,FALSE,6.87188200730613
"doi:10.3390/ijerph181910337","CV_OASIS_ODSIS_PPE_Novak_2020_DSES","CV_OASIS_ODSIS_PPE_Novak_2020_DSES|CV_OASIS_ODSIS_PPE_Novak_2020_BFI|CV_OASIS_ODSIS_PPE_Novak_2020_PANAS|CV_OASIS_ODSIS_PPE_Novak_2020_RSES",4,45,7,1458,2474,FALSE,89480,FALSE,6.86375752398196
"bib:@misc{inegi2023encig,
  author = {INEGI},
  title = {Encuesta Nacional de Calidad e Impacto Gubernamental 2023},
  howpublished = {SNIEG. Información de Interés Nacional},
  year = {2023},
  url = {https://www.inegi.org.mx/programas/encig/2023/#microdatos}
}","mexico_2023_quality_police","mexico_2023_quality_police|mexico_2023_quality_homelightning",2,7,3,78896,78896,TRUE,552272,FALSE,6.8503883185204
"doi:https://doi.org/10.1787/9789264281820-en","pisa2015_math","pisa2015_math|pisa2015_science|pisa2015_read",3,220,60,188046,227833,FALSE,45348820,FALSE,6.80759743314225
"bib:@misc{INEGI2023,
  author = {{INEGI}},
  title = {Encuesta Nacional de Calidad e Impacto Gubernamental 2023},
  howpublished = {SNIEG. Información de Interés Nacional},
  year = {2023},
  url = {https://www.inegi.org.mx/programas/encig/2023/#microdatos}
}","mexico_2023_quality_schooling","mexico_2023_quality_schooling|mexico_2023_quality_roads",2,15,5,78896,78896,TRUE,1183440,FALSE,6.79705498518706
"doi:10.1371/journal.pone.0163656","extremera_2016_swls","extremera_2016_swls|extremera_2016_sbq|extremera_2016_shs|extremera_2016_ei",4,29,4,961,1125,FALSE,31937,FALSE,6.78939005433521
"bib:@misc{inegi_encig_2023,
  author = {{INEGI}},
  title = {Encuesta Nacional de Calidad e Impacto Gubernamental 2023},
  howpublished = {SNIEG. Información de Interés Nacional},
  year = {2023},
  url = {https://www.inegi.org.mx/programas/encig/2023/#microdatos}
}","mexico_2023_quality_electricgovernment","mexico_2023_quality_electricgovernment|mexico_2023_quality_healthservice",2,18,6,78896,78896,TRUE,1420128,FALSE,6.77705498518706
"doi:10.1016/j.jrp.2005.08.007","ipip_openpsychometrics_do","ipip_openpsychometrics_do|ipip_openpsychometrics_ad|ipip_openpsychometrics_sc|ipip_openpsychometrics_as",4,40,10,1000,1004,FALSE,40060,FALSE,6.73333333333333
"doi:10.23736/S1973-9087.24.08268-6","ccapsvtskhpacr_mercedes_2023_physical","ccapsvtskhpacr_mercedes_2023_physical|ccapsvtskhpacr_mercedes_2023_tsk|ccapsvtskhpacr_mercedes_2023_beck|ccapsvtskhpacr_mercedes_2023_sf|ccapsvtskhpacr_mercedes_2023_hada",5,94,12,194,194,TRUE,18236,FALSE,6.66113506326356
