"table","replicate","seed","method","eta2"
"conspiracy_asd__conspiracy_gcbs",2,202,"Cosine",0.246875380103269
"conspiracy_asd__conspiracy_gcbs",2,202,"eDice",0.0598907352639334
"conspiracy_asd__conspiracy_gcbs",2,202,"Correlation",0.192104138194789
"conspiracy_asd__conspiracy_gcbs",2,202,"ACE",0.235032655730085
"conspiracy_asd__conspiracy_gcbs",2,202,"Original Relationality",0.0940150592637523
"conspiracy_asd__conspiracy_gcbs",2,202,"Recursive Relationality",0.0788833460590983
"conspiracy_asd__conspiracy_gcbs",2,202,"Ensemble",0.159503300779078
"conspiracy_asd__conspiracy_gcbs",3,303,"eJaccard",0.761913860493339
"conspiracy_asd__conspiracy_gcbs",3,303,"Podani",0.246923249887145
"conspiracy_asd__conspiracy_gcbs",3,303,"Euclidean",0.345307684699935
"conspiracy_asd__conspiracy_gcbs",3,303,"Cosine",0.251460043368125
"conspiracy_asd__conspiracy_gcbs",3,303,"eDice",0.0939845504659376
"conspiracy_asd__conspiracy_gcbs",3,303,"Correlation",0.225718855271248
"conspiracy_asd__conspiracy_gcbs",3,303,"ACE",0.278094734564149
"conspiracy_asd__conspiracy_gcbs",3,303,"Original Relationality",0.0852606439797851
"conspiracy_asd__conspiracy_gcbs",3,303,"Recursive Relationality",0.117312649471117
"conspiracy_asd__conspiracy_gcbs",3,303,"Ensemble",0.208009349257262
"conspiracy_asd__schizotypy",1,101,"eJaccard",0.631886425858863
"conspiracy_asd__schizotypy",1,101,"Podani",0.491223113497376
"conspiracy_asd__schizotypy",1,101,"Euclidean",0.525488320151246
"conspiracy_asd__schizotypy",1,101,"Cosine",0.657333110678164
"conspiracy_asd__schizotypy",1,101,"eDice",0.395496710139507
"conspiracy_asd__schizotypy",1,101,"Correlation",0.203698319073402
"conspiracy_asd__schizotypy",1,101,"ACE",0.414175980588402
"conspiracy_asd__schizotypy",1,101,"Original Relationality",0.371819404159369
"conspiracy_asd__schizotypy",1,101,"Recursive Relationality",0.287935257965822
"conspiracy_asd__schizotypy",1,101,"Ensemble",0.63029139100017
"conspiracy_asd__schizotypy",2,202,"eJaccard",0.631886425858863
"conspiracy_asd__schizotypy",2,202,"Podani",0.491223113497376
"conspiracy_asd__schizotypy",2,202,"Euclidean",0.540018594484522
"conspiracy_asd__schizotypy",2,202,"Cosine",0.656568457826913
"conspiracy_asd__schizotypy",2,202,"eDice",0.399025700860117
"conspiracy_asd__schizotypy",2,202,"Correlation",0.0943880140243242
"conspiracy_asd__schizotypy",2,202,"ACE",0.412407242523867
"conspiracy_asd__schizotypy",2,202,"Original Relationality",0.371819404159369
"conspiracy_asd__schizotypy",2,202,"Recursive Relationality",0.334245159758477
"conspiracy_asd__schizotypy",2,202,"Ensemble",0.505977174865371
"conspiracy_asd__schizotypy",3,303,"eJaccard",0.631886425858863
"conspiracy_asd__schizotypy",3,303,"Podani",0.491223113497376
"conspiracy_asd__schizotypy",3,303,"Euclidean",0.525488320151246
"conspiracy_asd__schizotypy",3,303,"Cosine",0.655954704147047
"conspiracy_asd__schizotypy",3,303,"eDice",0.404323143022616
"conspiracy_asd__schizotypy",3,303,"Correlation",0.214603146061784
"conspiracy_asd__schizotypy",3,303,"ACE",0.430373987441
"conspiracy_asd__schizotypy",3,303,"Original Relationality",0.371819404159369
"conspiracy_asd__schizotypy",3,303,"Recursive Relationality",0.334245159758477
"conspiracy_asd__schizotypy",3,303,"Ensemble",0.541127007526424
"daiku_2021_dirty_dozen",1,101,"eJaccard",0.0717522349966018
"daiku_2021_dirty_dozen",1,101,"Podani",0.00238414098729939
"daiku_2021_dirty_dozen",1,101,"Euclidean",0.137867515378423
"daiku_2021_dirty_dozen",1,101,"Cosine",0.11069017810453
"daiku_2021_dirty_dozen",1,101,"eDice",0.0349756109864133
"daiku_2021_dirty_dozen",1,101,"Correlation",0.0319340037713635
"daiku_2021_dirty_dozen",1,101,"ACE",0.0612105043521348
"daiku_2021_dirty_dozen",1,101,"Original Relationality",0.00470685226891835
"daiku_2021_dirty_dozen",1,101,"Recursive Relationality",0.0141865608924212
"daiku_2021_dirty_dozen",1,101,"Ensemble",0.00381695848471341
"daiku_2021_dirty_dozen",2,202,"eJaccard",0.0489808730773815
"daiku_2021_dirty_dozen",2,202,"Podani",0.00308694442235509
"daiku_2021_dirty_dozen",2,202,"Euclidean",0.271767706458728
"daiku_2021_dirty_dozen",2,202,"Cosine",0.109626372764981
"daiku_2021_dirty_dozen",2,202,"eDice",0.0181064951042652
"daiku_2021_dirty_dozen",2,202,"Correlation",0.0886869885152935
"daiku_2021_dirty_dozen",2,202,"ACE",0.0620570000549295
"daiku_2021_dirty_dozen",2,202,"Original Relationality",0.00577516529357499
"daiku_2021_dirty_dozen",2,202,"Recursive Relationality",0.0227395365622436
"daiku_2021_dirty_dozen",2,202,"Ensemble",0.044276541813753
"daiku_2021_dirty_dozen",3,303,"eJaccard",0.085067493305141
"daiku_2021_dirty_dozen",3,303,"Podani",0.0135306078777691
"daiku_2021_dirty_dozen",3,303,"Euclidean",0.230823394906091
"daiku_2021_dirty_dozen",3,303,"Cosine",0.152953823961742
"daiku_2021_dirty_dozen",3,303,"eDice",0.0168874559057612
"daiku_2021_dirty_dozen",3,303,"Correlation",0.0132369295328403
"daiku_2021_dirty_dozen",3,303,"ACE",0.021699313165358
"daiku_2021_dirty_dozen",3,303,"Original Relationality",0.0300945985360947
"daiku_2021_dirty_dozen",3,303,"Recursive Relationality",0.0268443622190651
"daiku_2021_dirty_dozen",3,303,"Ensemble",0.0147079262040356
"depression_hymcohort_tang2022",1,101,"eJaccard",0.397054815610106
"depression_hymcohort_tang2022",1,101,"Podani",0.383894144204674
"depression_hymcohort_tang2022",1,101,"Euclidean",0.401554800755215
"depression_hymcohort_tang2022",1,101,"Cosine",0.645216304598831
"depression_hymcohort_tang2022",1,101,"eDice",0.200862418457921
"depression_hymcohort_tang2022",1,101,"Correlation",0.216756488937063
"depression_hymcohort_tang2022",1,101,"ACE",0.306290072915448
"depression_hymcohort_tang2022",1,101,"Original Relationality",0.323309740384004
"depression_hymcohort_tang2022",1,101,"Recursive Relationality",0.306174445784827
"depression_hymcohort_tang2022",1,101,"Ensemble",0.47044822037544
"depression_hymcohort_tang2022",2,202,"eJaccard",0.386615121387087
"depression_hymcohort_tang2022",2,202,"Podani",0.383894144204674
"depression_hymcohort_tang2022",2,202,"Euclidean",0.414747832978079
"depression_hymcohort_tang2022",2,202,"Cosine",0.645101610632784
"depression_hymcohort_tang2022",2,202,"eDice",0.203616706132608
"depression_hymcohort_tang2022",2,202,"Correlation",0.263446034328684
"depression_hymcohort_tang2022",2,202,"ACE",0.30547669836238
"depression_hymcohort_tang2022",2,202,"Original Relationality",0.323309740384004
"depression_hymcohort_tang2022",2,202,"Recursive Relationality",0.31180443183213
"depression_hymcohort_tang2022",2,202,"Ensemble",0.405107970006076
"depression_hymcohort_tang2022",3,303,"eJaccard",0.391065806835307
"depression_hymcohort_tang2022",3,303,"Podani",0.383894144204674
"depression_hymcohort_tang2022",3,303,"Euclidean",0.410916608155456
"depression_hymcohort_tang2022",3,303,"Cosine",0.640172305381014
"depression_hymcohort_tang2022",3,303,"eDice",0.211462024423946
"depression_hymcohort_tang2022",3,303,"Correlation",0.235151962099279
"depression_hymcohort_tang2022",3,303,"ACE",0.281862895790558
"depression_hymcohort_tang2022",3,303,"Original Relationality",0.323340184376905
"depression_hymcohort_tang2022",3,303,"Recursive Relationality",0.313159512839645
"depression_hymcohort_tang2022",3,303,"Ensemble",0.390835430500708
"ders_valencia_2025",1,101,"eJaccard",0.601790116488424
"ders_valencia_2025",1,101,"Podani",0.161028249426633
"ders_valencia_2025",1,101,"Euclidean",0.289093026007475
"ders_valencia_2025",1,101,"Cosine",0.308339599245493
"ders_valencia_2025",1,101,"eDice",0.302635190461197
"ders_valencia_2025",1,101,"Correlation",0.10176026483967
"ders_valencia_2025",1,101,"ACE",0.0952626272944836
"ders_valencia_2025",1,101,"Original Relationality",0.0427992182683434
"ders_valencia_2025",1,101,"Recursive Relationality",0.263360590148253
"ders_valencia_2025",1,101,"Ensemble",0.126666269477872
"ders_valencia_2025",2,202,"eJaccard",0.58827672968607
"ders_valencia_2025",2,202,"Podani",0.185260124845378
"ders_valencia_2025",2,202,"Euclidean",0.21170245548335
"ders_valencia_2025",2,202,"Cosine",0.307642129274963
"ders_valencia_2025",2,202,"eDice",0.302635190461197
"ders_valencia_2025",2,202,"Correlation",0.0971980230284485
"ders_valencia_2025",2,202,"ACE",0.140768316332016
"ders_valencia_2025",2,202,"Original Relationality",0.0254501435610742
"ders_valencia_2025",2,202,"Recursive Relationality",0.263360590148253
"ders_valencia_2025",2,202,"Ensemble",0.189893183539019
"ders_valencia_2025",3,303,"eJaccard",0.601790116488424
"ders_valencia_2025",3,303,"Podani",0.171921074766461
"ders_valencia_2025",3,303,"Euclidean",0.289093026007475
"ders_valencia_2025",3,303,"Cosine",0.29776249722196
"ders_valencia_2025",3,303,"eDice",0.302635190461197
"ders_valencia_2025",3,303,"Correlation",0.100238458058507
"ders_valencia_2025",3,303,"ACE",0.154861772220053
"ders_valencia_2025",3,303,"Original Relationality",0.0254501435610742
"ders_valencia_2025",3,303,"Recursive Relationality",0.244305927764045
"ders_valencia_2025",3,303,"Ensemble",0.153599113198424
"disgust_berger2014",1,101,"eJaccard",0.228768352406474
"disgust_berger2014",1,101,"Podani",0.371263225451248
"disgust_berger2014",1,101,"Euclidean",0.17395686646798
"disgust_berger2014",1,101,"Cosine",0.387271044216688
"disgust_berger2014",1,101,"eDice",0.153422109620175
"disgust_berger2014",1,101,"Correlation",0.326706957737794
"disgust_berger2014",1,101,"ACE",0.321104426543623
"disgust_berger2014",1,101,"Original Relationality",0.0254597149711218
"disgust_berger2014",1,101,"Recursive Relationality",0.409824503928361
"disgust_berger2014",1,101,"Ensemble",0.377110252859361
"disgust_berger2014",2,202,"eJaccard",0.228768352406474
"disgust_berger2014",2,202,"Podani",0.363527112953242
"disgust_berger2014",2,202,"Euclidean",0.169385015285795
"disgust_berger2014",2,202,"Cosine",0.415615915449625
"disgust_berger2014",2,202,"eDice",0.152559208327453
"disgust_berger2014",2,202,"Correlation",0.332398588098841
"disgust_berger2014",2,202,"ACE",0.39232776480584
"disgust_berger2014",2,202,"Original Relationality",0.11382102747453
"disgust_berger2014",2,202,"Recursive Relationality",0.408719107092647
"disgust_berger2014",2,202,"Ensemble",0.381839834042924
"disgust_berger2014",3,303,"eJaccard",0.218220043463045
"disgust_berger2014",3,303,"Podani",0.365653559500571
"disgust_berger2014",3,303,"Euclidean",0.169385015285795
"disgust_berger2014",3,303,"Cosine",0.326067759471194
"disgust_berger2014",3,303,"eDice",0.152839068704615
"disgust_berger2014",3,303,"Correlation",0.328139375053228
"disgust_berger2014",3,303,"ACE",0.352090621182081
"disgust_berger2014",3,303,"Original Relationality",0.0156479941770158
"disgust_berger2014",3,303,"Recursive Relationality",0.403590497390251
"disgust_berger2014",3,303,"Ensemble",0.372351632663304
"dmirt_forsberg_2024",1,101,"eJaccard",0.436881851831085
"dmirt_forsberg_2024",1,101,"Podani",0.118197931755974
"dmirt_forsberg_2024",1,101,"Euclidean",0.321573846571321
"dmirt_forsberg_2024",1,101,"Cosine",0.385070837660482
"dmirt_forsberg_2024",1,101,"eDice",0.314617647411359
"dmirt_forsberg_2024",1,101,"Correlation",0.0265184218504337
"dmirt_forsberg_2024",1,101,"ACE",0.0127515592826573
"dmirt_forsberg_2024",1,101,"Original Relationality",0.094948218749175
"dmirt_forsberg_2024",1,101,"Recursive Relationality",0.00257589205605258
"dmirt_forsberg_2024",1,101,"Ensemble",0.0930144795468891
"dmirt_forsberg_2024",2,202,"eJaccard",0.435609709635688
"dmirt_forsberg_2024",2,202,"Podani",0.122271625177747
"dmirt_forsberg_2024",2,202,"Euclidean",0.321573846571321
"dmirt_forsberg_2024",2,202,"Cosine",0.415746734719906
"dmirt_forsberg_2024",2,202,"eDice",0.31685431422762
"dmirt_forsberg_2024",2,202,"Correlation",0.0280848830072585
"dmirt_forsberg_2024",2,202,"ACE",0.0127931365711814
"dmirt_forsberg_2024",2,202,"Original Relationality",0.094948218749175
"dmirt_forsberg_2024",2,202,"Recursive Relationality",0.0135420371906163
"dmirt_forsberg_2024",2,202,"Ensemble",0.0548231445446819
"dmirt_forsberg_2024",3,303,"eJaccard",0.435609709635688
"dmirt_forsberg_2024",3,303,"Podani",0.127592933004869
"dmirt_forsberg_2024",3,303,"Euclidean",0.326068819744234
"dmirt_forsberg_2024",3,303,"Cosine",0.414749967637057
"dmirt_forsberg_2024",3,303,"eDice",0.314617647411359
"dmirt_forsberg_2024",3,303,"Correlation",0.032817980888457
"dmirt_forsberg_2024",3,303,"ACE",0.0171372966305695
"dmirt_forsberg_2024",3,303,"Original Relationality",0.094948218749175
"dmirt_forsberg_2024",3,303,"Recursive Relationality",0.00488999563042503
"dmirt_forsberg_2024",3,303,"Ensemble",0.173559576094284
"dong_2024_ccaiq",1,101,"eJaccard",0.0522726955526112
"dong_2024_ccaiq",1,101,"Podani",0.031673703480203
"dong_2024_ccaiq",1,101,"Euclidean",0.385678305693699
"dong_2024_ccaiq",1,101,"Cosine",0.4306188637716
"dong_2024_ccaiq",1,101,"eDice",0.021203977815549
"dong_2024_ccaiq",1,101,"Correlation",0.253538897590064
"dong_2024_ccaiq",1,101,"ACE",0.182188319448508
"dong_2024_ccaiq",1,101,"Original Relationality",0.121476439317509
"dong_2024_ccaiq",1,101,"Recursive Relationality",0.334551294505236
"dong_2024_ccaiq",1,101,"Ensemble",0.277883699017176
"dong_2024_ccaiq",2,202,"eJaccard",0.0220718217581002
"dong_2024_ccaiq",2,202,"Podani",0.0466047567480598
"dong_2024_ccaiq",2,202,"Euclidean",0.381490903681692
"dong_2024_ccaiq",2,202,"Cosine",0.4306188637716
"dong_2024_ccaiq",2,202,"eDice",0.00386137167175871
"dong_2024_ccaiq",2,202,"Correlation",0.296552902234274
"dong_2024_ccaiq",2,202,"ACE",0.248743906725713
"dong_2024_ccaiq",2,202,"Original Relationality",0.0873404074388001
"dong_2024_ccaiq",2,202,"Recursive Relationality",0.334551294505236
"dong_2024_ccaiq",2,202,"Ensemble",0.244838112677506
"dong_2024_ccaiq",3,303,"eJaccard",0.0232341778525289
"dong_2024_ccaiq",3,303,"Podani",0.0661201525532914
"dong_2024_ccaiq",3,303,"Euclidean",0.400377691659281
"dong_2024_ccaiq",3,303,"Cosine",0.4306188637716
"dong_2024_ccaiq",3,303,"eDice",0.0036657018508641
"dong_2024_ccaiq",3,303,"Correlation",0.296552902234274
"dong_2024_ccaiq",3,303,"ACE",0.182188319448508
"dong_2024_ccaiq",3,303,"Original Relationality",0.105314971788162
"dong_2024_ccaiq",3,303,"Recursive Relationality",0.334551294505236
"dong_2024_ccaiq",3,303,"Ensemble",0.244849629633707
"dong_2024_engagement",1,101,"eJaccard",0.40025169427991
"dong_2024_engagement",1,101,"Podani",0.162415435048596
"dong_2024_engagement",1,101,"Euclidean",0.290247515602025
"dong_2024_engagement",1,101,"Cosine",0.265897554160572
"dong_2024_engagement",1,101,"eDice",0.170399738063122
"dong_2024_engagement",1,101,"Correlation",0.265906926150475
"dong_2024_engagement",1,101,"ACE",0.234310836349872
"dong_2024_engagement",1,101,"Original Relationality",0.0472501918001564
"dong_2024_engagement",1,101,"Recursive Relationality",0.309279124092536
"dong_2024_engagement",1,101,"Ensemble",0.291963310214716
"dong_2024_engagement",2,202,"eJaccard",0.40055196868338
"dong_2024_engagement",2,202,"Podani",0.191258863525587
"dong_2024_engagement",2,202,"Euclidean",0.334392722531907
"dong_2024_engagement",2,202,"Cosine",0.290542525216473
"dong_2024_engagement",2,202,"eDice",0.157550453912559
"dong_2024_engagement",2,202,"Correlation",0.277307583893393
"dong_2024_engagement",2,202,"ACE",0.204166556299921
"dong_2024_engagement",2,202,"Original Relationality",0.0724938976123815
"dong_2024_engagement",2,202,"Recursive Relationality",0.342794036528435
"dong_2024_engagement",2,202,"Ensemble",0.321115713283437
"dong_2024_engagement",3,303,"eJaccard",0.286101469345336
"dong_2024_engagement",3,303,"Podani",0.178935535970869
"dong_2024_engagement",3,303,"Euclidean",0.297262133460679
"dong_2024_engagement",3,303,"Cosine",0.283624144969251
"dong_2024_engagement",3,303,"eDice",0.152717302693399
"dong_2024_engagement",3,303,"Correlation",0.282877940681318
"dong_2024_engagement",3,303,"ACE",0.202307147076597
"dong_2024_engagement",3,303,"Original Relationality",0.0894434188872205
"dong_2024_engagement",3,303,"Recursive Relationality",0.348786302895354
"dong_2024_engagement",3,303,"Ensemble",0.322545687224829
"dopmeijer_2022_loneliness",1,101,"eJaccard",0.485606447108242
"dopmeijer_2022_loneliness",1,101,"Podani",0.376304607043569
"dopmeijer_2022_loneliness",1,101,"Euclidean",0.170914377613946
"dopmeijer_2022_loneliness",1,101,"Cosine",0.359808570815784
"dopmeijer_2022_loneliness",1,101,"eDice",0.306473536348763
"dopmeijer_2022_loneliness",1,101,"Correlation",0.0841697127922409
"dopmeijer_2022_loneliness",1,101,"ACE",0.280422937848372
"dopmeijer_2022_loneliness",1,101,"Original Relationality",0.074932932765508
"dopmeijer_2022_loneliness",1,101,"Recursive Relationality",0.375486584227407
"dopmeijer_2022_loneliness",1,101,"Ensemble",0.35652145352954
"dopmeijer_2022_loneliness",2,202,"eJaccard",0.476232397857192
"dopmeijer_2022_loneliness",2,202,"Podani",0.372294522633468
"dopmeijer_2022_loneliness",2,202,"Euclidean",0.360626961717096
"dopmeijer_2022_loneliness",2,202,"Cosine",0.360726889156123
"dopmeijer_2022_loneliness",2,202,"eDice",0.298379239657308
"dopmeijer_2022_loneliness",2,202,"Correlation",0.0987575529388017
"dopmeijer_2022_loneliness",2,202,"ACE",0.303804389572206
"dopmeijer_2022_loneliness",2,202,"Original Relationality",0.00566342876550258
"dopmeijer_2022_loneliness",2,202,"Recursive Relationality",0.543086725335742
"dopmeijer_2022_loneliness",2,202,"Ensemble",0.403520310528766
"dopmeijer_2022_loneliness",3,303,"eJaccard",0.442194034870631
"dopmeijer_2022_loneliness",3,303,"Podani",0.347907209245857
"dopmeijer_2022_loneliness",3,303,"Euclidean",0.168596333718856
"dopmeijer_2022_loneliness",3,303,"Cosine",0.330916098592574
"dopmeijer_2022_loneliness",3,303,"eDice",0.287926974570969
"dopmeijer_2022_loneliness",3,303,"Correlation",0.204215201514137
"dopmeijer_2022_loneliness",3,303,"ACE",0.306395997432898
"dopmeijer_2022_loneliness",3,303,"Original Relationality",0.00584937521666705
"dopmeijer_2022_loneliness",3,303,"Recursive Relationality",0.432089371596407
"dopmeijer_2022_loneliness",3,303,"Ensemble",0.38826380776021
"dopmeijer_2022_performance_pressure",1,101,"eJaccard",0.575449158449219
"dopmeijer_2022_performance_pressure",1,101,"Podani",0.0676601755935301
"dopmeijer_2022_performance_pressure",1,101,"Euclidean",0.102692808280564
"dopmeijer_2022_performance_pressure",1,101,"Cosine",0.186705844429437
"dopmeijer_2022_performance_pressure",1,101,"eDice",0.0792955939285653
"dopmeijer_2022_performance_pressure",1,101,"Correlation",0.0570756096553987
"dopmeijer_2022_performance_pressure",1,101,"ACE",0.0644516146856442
"dopmeijer_2022_performance_pressure",1,101,"Original Relationality",0.0188657280885291
"dopmeijer_2022_performance_pressure",1,101,"Recursive Relationality",0.0603156948441047
"dopmeijer_2022_performance_pressure",1,101,"Ensemble",0.0797436611800489
"dopmeijer_2022_performance_pressure",2,202,"eJaccard",0.55212490568778
"dopmeijer_2022_performance_pressure",2,202,"Podani",0.0888207554782721
"dopmeijer_2022_performance_pressure",2,202,"Euclidean",0.108409072347351
"dopmeijer_2022_performance_pressure",2,202,"Cosine",0.423283275412743
"dopmeijer_2022_performance_pressure",2,202,"eDice",0.0752355340171916
"dopmeijer_2022_performance_pressure",2,202,"Correlation",0.0476105233203302
"dopmeijer_2022_performance_pressure",2,202,"ACE",0.0780521737068052
"dopmeijer_2022_performance_pressure",2,202,"Original Relationality",0.0226984557272855
"dopmeijer_2022_performance_pressure",2,202,"Recursive Relationality",0.0549907454925924
"dopmeijer_2022_performance_pressure",2,202,"Ensemble",0.0868472833208606
"dopmeijer_2022_performance_pressure",3,303,"eJaccard",0.574219669898796
"dopmeijer_2022_performance_pressure",3,303,"Podani",0.0855900190800615
"dopmeijer_2022_performance_pressure",3,303,"Euclidean",0.108529077343596
"dopmeijer_2022_performance_pressure",3,303,"Cosine",0.165519171492591
"dopmeijer_2022_performance_pressure",3,303,"eDice",0.0671668543698945
"dopmeijer_2022_performance_pressure",3,303,"Correlation",0.0447511125180418
"dopmeijer_2022_performance_pressure",3,303,"ACE",0.0703536242616741
"dopmeijer_2022_performance_pressure",3,303,"Original Relationality",0.0462614895848734
"dopmeijer_2022_performance_pressure",3,303,"Recursive Relationality",0.0503106634822597
"dopmeijer_2022_performance_pressure",3,303,"Ensemble",0.0461219013512076
"dou2025_area",1,101,"eJaccard",0.261119795569902
"dou2025_area",1,101,"Podani",0.0428465135189073
"dou2025_area",1,101,"Euclidean",0.14749260880014
"dou2025_area",1,101,"Cosine",0.33787560502144
"dou2025_area",1,101,"eDice",0.144097866047776
"dou2025_area",1,101,"Correlation",0.0220172896923705
"dou2025_area",1,101,"ACE",0.0287572692391117
"dou2025_area",1,101,"Original Relationality",0.000159189226446739
"dou2025_area",1,101,"Recursive Relationality",0.0231302224159819
"dou2025_area",1,101,"Ensemble",0.0258071433206704
"dou2025_area",2,202,"eJaccard",0.261119795569902
"dou2025_area",2,202,"Podani",0.064286004478988
"dou2025_area",2,202,"Euclidean",0.14749260880014
"dou2025_area",2,202,"Cosine",0.439957503255478
"dou2025_area",2,202,"eDice",0.153835878302373
"dou2025_area",2,202,"Correlation",0.0230384665959933
"dou2025_area",2,202,"ACE",0.0320722036873016
"dou2025_area",2,202,"Original Relationality",0.0013192697815233
"dou2025_area",2,202,"Recursive Relationality",0.031594281744024
"dou2025_area",2,202,"Ensemble",0.0397997324052116
"dou2025_area",3,303,"eJaccard",0.443694861054078
"dou2025_area",3,303,"Podani",0.0484758008332678
"dou2025_area",3,303,"Euclidean",0.14749260880014
"dou2025_area",3,303,"Cosine",0.432309428243625
"dou2025_area",3,303,"eDice",0.144097866047776
"dou2025_area",3,303,"Correlation",0.0459491710028355
"dou2025_area",3,303,"ACE",0.0274036276931407
"dou2025_area",3,303,"Original Relationality",0.00864016881485562
"dou2025_area",3,303,"Recursive Relationality",0.0312085267861138
"dou2025_area",3,303,"Ensemble",0.0331752313275859
"ees_sarling_2024",1,101,"eJaccard",0.0921254512917944
"ees_sarling_2024",1,101,"Podani",0.00114721942194267
"ees_sarling_2024",1,101,"Euclidean",0.0839127043863428
"ees_sarling_2024",1,101,"Cosine",0.670132653521651
"ees_sarling_2024",1,101,"eDice",0.0267494735633101
"ees_sarling_2024",1,101,"Correlation",0.00553689931570589
"ees_sarling_2024",1,101,"ACE",0.0909721086609123
"ees_sarling_2024",1,101,"Original Relationality",0.0937988895392035
"ees_sarling_2024",1,101,"Recursive Relationality",0.000727654856060141
"ees_sarling_2024",1,101,"Ensemble",0.000478793030464548
"ees_sarling_2024",2,202,"eJaccard",0.0994130354081675
"ees_sarling_2024",2,202,"Podani",0.000433453080408947
"ees_sarling_2024",2,202,"Euclidean",0.0817657908796449
"ees_sarling_2024",2,202,"Cosine",0.670132653521651
"ees_sarling_2024",2,202,"eDice",0.0228233181580055
"ees_sarling_2024",2,202,"Correlation",0.00808331493558666
"ees_sarling_2024",2,202,"ACE",0.0724712637210759
"ees_sarling_2024",2,202,"Original Relationality",0.0665638926530236
"ees_sarling_2024",2,202,"Recursive Relationality",0.00334417395952834
"ees_sarling_2024",2,202,"Ensemble",0.000620147502491018
"ees_sarling_2024",3,303,"eJaccard",0.109473610194473
"ees_sarling_2024",3,303,"Podani",0.00179339662781971
"ees_sarling_2024",3,303,"Euclidean",0.0569523528004264
"ees_sarling_2024",3,303,"Cosine",0.670132653521651
"ees_sarling_2024",3,303,"eDice",0.0302862992698746
"ees_sarling_2024",3,303,"Correlation",0.00604901515723708
"ees_sarling_2024",3,303,"ACE",0.0789484714974332
"ees_sarling_2024",3,303,"Original Relationality",0.0968333516490066
"ees_sarling_2024",3,303,"Recursive Relationality",0.0404605117251235
"ees_sarling_2024",3,303,"Ensemble",0.0053014460334239
"envirisk_lalot_2025",1,101,"eJaccard",0.646666579750486
"envirisk_lalot_2025",1,101,"Podani",0.242712270589024
"envirisk_lalot_2025",1,101,"Euclidean",0.0826708493064204
"envirisk_lalot_2025",1,101,"Cosine",0.124116468810885
"envirisk_lalot_2025",1,101,"eDice",0.0779401067042922
"envirisk_lalot_2025",1,101,"Correlation",0.0646390697105397
"envirisk_lalot_2025",1,101,"ACE",0.002434217643401
"envirisk_lalot_2025",1,101,"Original Relationality",0.170280711046432
"envirisk_lalot_2025",1,101,"Recursive Relationality",0.310050590304432
"envirisk_lalot_2025",1,101,"Ensemble",0.112786184713488
"envirisk_lalot_2025",2,202,"eJaccard",0.580118301462954
"envirisk_lalot_2025",2,202,"Podani",0.200179032177038
"envirisk_lalot_2025",2,202,"Euclidean",0.0776314556626695
"envirisk_lalot_2025",2,202,"Cosine",0.121768760657507
"envirisk_lalot_2025",2,202,"eDice",0.0779401067042922
"envirisk_lalot_2025",2,202,"Correlation",0.0641838718369516
"envirisk_lalot_2025",2,202,"ACE",0.0018622798482635
"envirisk_lalot_2025",2,202,"Original Relationality",0.164458869402298
"envirisk_lalot_2025",2,202,"Recursive Relationality",0.233479420511472
"envirisk_lalot_2025",2,202,"Ensemble",0.215793330660014
"envirisk_lalot_2025",3,303,"eJaccard",0.626410582769389
"envirisk_lalot_2025",3,303,"Podani",0.173115989524592
"envirisk_lalot_2025",3,303,"Euclidean",0.0549722973052372
"envirisk_lalot_2025",3,303,"Cosine",0.124116468810885
"envirisk_lalot_2025",3,303,"eDice",0.0835880706032055
"envirisk_lalot_2025",3,303,"Correlation",0.0773734866623969
"envirisk_lalot_2025",3,303,"ACE",0.002434217643401
"envirisk_lalot_2025",3,303,"Original Relationality",0.16381267606033
"envirisk_lalot_2025",3,303,"Recursive Relationality",0.324904894025205
"envirisk_lalot_2025",3,303,"Ensemble",0.195653778670322
"feardriving_fisher2021",1,101,"eJaccard",0.119426387275409
"feardriving_fisher2021",1,101,"Podani",0.350403134520368
"feardriving_fisher2021",1,101,"Euclidean",0.342510752393812
"feardriving_fisher2021",1,101,"Cosine",0.936867758926377
"feardriving_fisher2021",1,101,"eDice",0.104241752874224
"feardriving_fisher2021",1,101,"Correlation",0.101746120417709
"feardriving_fisher2021",1,101,"ACE",0.117015065710646
"feardriving_fisher2021",1,101,"Original Relationality",0.244455887679157
"feardriving_fisher2021",1,101,"Recursive Relationality",0.196318227835892
"feardriving_fisher2021",1,101,"Ensemble",0.147626482470894
"feardriving_fisher2021",2,202,"eJaccard",0.117138718944826
"feardriving_fisher2021",2,202,"Podani",0.340192675479037
"feardriving_fisher2021",2,202,"Euclidean",0.355599365074811
"feardriving_fisher2021",2,202,"Cosine",0.934481477978684
"feardriving_fisher2021",2,202,"eDice",0.0969396647648585
"feardriving_fisher2021",2,202,"Correlation",0.0757484990743168
"feardriving_fisher2021",2,202,"ACE",0.104810230504133
"feardriving_fisher2021",2,202,"Original Relationality",0.248106105563102
"feardriving_fisher2021",2,202,"Recursive Relationality",0.186755621652573
"feardriving_fisher2021",2,202,"Ensemble",0.215619278287236
"feardriving_fisher2021",3,303,"eJaccard",0.111557160086114
"feardriving_fisher2021",3,303,"Podani",0.32596936130604
"feardriving_fisher2021",3,303,"Euclidean",0.341904110647674
"feardriving_fisher2021",3,303,"Cosine",0.937887342030598
