"table","replicate","seed","method","pearsongamma","within_ss","wb_ratio","ch","aic_improvement","aic_improvement_trimmed","aic_status"
"alsyouf_2024_facilitating_conditions",2,202,"eDice",0.257642304078369,87.9010310613772,1.28506585461966,29.1883957629273,750.154584984028,750.154584984028,"ok"
"alsyouf_2024_facilitating_conditions",2,202,"Correlation",0.491965067757805,120.515065392859,1.71353064232195,44.61539721337,952.63308048343,952.63308048343,"ok"
"alsyouf_2024_facilitating_conditions",2,202,"ACE",0.488303809605827,121.167543865533,1.66945007371753,29.8226264488353,NA,NA,"failed"
"alsyouf_2024_facilitating_conditions",2,202,"Original Relationality",0.0463274073675988,80.2783198255835,1.11272913684996,27.8276004315348,54.7343741569603,54.7343741569603,"ok"
"alsyouf_2024_facilitating_conditions",2,202,"Recursive Relationality",0.205884390429283,93.135345211115,1.29130329626812,35.5098047145444,1008.72523346752,1008.72523346752,"ok"
"alsyouf_2024_facilitating_conditions",2,202,"Ensemble",0.236444034928205,96.6394150969326,1.36009651160105,59.1773687214728,785.288695206958,785.288695206958,"ok"
"alsyouf_2024_facilitating_conditions",3,303,"eJaccard",0.196047149551916,89.4950311964561,1.26038756312117,31.1917514421989,931.582547016039,931.582547016039,"ok"
"alsyouf_2024_facilitating_conditions",3,303,"Podani",0.22086446705124,97.2971327433652,1.35813165056553,40.0505583018106,NA,NA,"failed"
"alsyouf_2024_facilitating_conditions",3,303,"Euclidean",0.0474174312190198,77.698378591674,1.09434098189843,21.6790305683298,718.272677741131,718.272677741131,"ok"
"alsyouf_2024_facilitating_conditions",3,303,"Cosine",0.294666833142934,92.8173460246001,1.37543594226852,26.2975549744259,714.586209661018,714.586209661018,"ok"
"alsyouf_2024_facilitating_conditions",3,303,"eDice",0.315384514230219,90.527913015528,1.36238646830121,32.452219375214,NA,NA,"failed"
"alsyouf_2024_facilitating_conditions",3,303,"Correlation",0.473020566065492,114.174134717567,1.64470928386684,55.0712568665661,893.424330209205,893.424330209205,"ok"
"alsyouf_2024_facilitating_conditions",3,303,"ACE",0.488492016249586,120.278458983002,1.65079041103686,29.5231758458246,NA,NA,"failed"
"alsyouf_2024_facilitating_conditions",3,303,"Original Relationality",0.0273517606086463,79.0278608883788,1.08947875634705,24.8976149889189,46.142839703024,46.142839703024,"ok"
"alsyouf_2024_facilitating_conditions",3,303,"Recursive Relationality",0.30305804574796,103.559744748015,1.42769692442639,34.5652022709608,1101.55515320991,1101.55515320991,"ok"
"alsyouf_2024_facilitating_conditions",3,303,"Ensemble",0.224577547795543,96.0738273781029,1.34532275169693,58.2718131346551,783.538884773592,783.538884773592,"ok"
"assessment_time_fournier_2025_pmpuq",1,101,"eJaccard",0.0397284362277706,66.3180278091838,1.1254661063124,32.524284357746,983.005619725493,983.005619725493,"ok"
"assessment_time_fournier_2025_pmpuq",1,101,"Podani",0.0505953478707345,71.4863075328842,1.17010591226178,44.3431662615655,1147.63746688439,1147.63746688439,"ok"
"assessment_time_fournier_2025_pmpuq",1,101,"Euclidean",0.0279850665649752,65.5377903179653,1.10909407881678,20.3333836453534,1416.53662711648,1416.53662711648,"ok"
"assessment_time_fournier_2025_pmpuq",1,101,"Cosine",0.194548657645003,70.9359200075203,1.33111818255806,2.19013552613431,NA,1221.29124540393,"failed"
"assessment_time_fournier_2025_pmpuq",1,101,"eDice",0.063151202321008,64.3978211374586,1.1100421998031,27.6497846573406,723.548955088883,723.548955088883,"ok"
"assessment_time_fournier_2025_pmpuq",1,101,"Correlation",0.285762093261023,71.4982530336282,1.32646648821044,29.5035461461298,698.578944946581,698.578944946581,"ok"
"assessment_time_fournier_2025_pmpuq",1,101,"ACE",0.270529915472503,72.8288770541386,1.30638315338321,31.3457623416989,833.380055643127,833.380055643127,"ok"
"assessment_time_fournier_2025_pmpuq",1,101,"Original Relationality",0.0191598363921464,63.730937429814,1.07479754740786,25.8881596080602,830.433555940243,830.433555940243,"ok"
"assessment_time_fournier_2025_pmpuq",1,101,"Recursive Relationality",0.208134835147606,74.9802880410152,1.29046026186743,34.1860148048414,982.459055549414,982.459055549414,"ok"
"assessment_time_fournier_2025_pmpuq",1,101,"Ensemble",0.181628343453955,74.0818939929341,1.27399858720877,49.6567240421354,1141.65958600777,1141.65958600777,"ok"
"assessment_time_fournier_2025_pmpuq",2,202,"eJaccard",0.141510379610533,65.9131450816792,1.15903786072638,31.5201069125949,1268.47202408921,1268.47202408921,"ok"
"assessment_time_fournier_2025_pmpuq",2,202,"Podani",0.0505953478707345,71.4863075328842,1.17010591226178,44.3431662615655,1147.63746688439,1147.63746688439,"ok"
"assessment_time_fournier_2025_pmpuq",2,202,"Euclidean",0.0297886651296345,65.6900159740011,1.11244664180164,20.5882901826237,1436.57618816487,1436.57618816487,"ok"
"assessment_time_fournier_2025_pmpuq",2,202,"Cosine",0.23087959321412,68.5580992573807,1.34052995429846,1.86404506236172,NA,1178.31093805045,"failed"
"assessment_time_fournier_2025_pmpuq",2,202,"eDice",0.160863886786154,64.0216769296483,1.15048402897437,26.6606828183753,729.167933187564,729.167933187564,"ok"
"assessment_time_fournier_2025_pmpuq",2,202,"Correlation",0.275948523831716,70.8676647826287,1.31761349048115,28.6063516449979,701.766473070942,701.766473070942,"ok"
"assessment_time_fournier_2025_pmpuq",2,202,"ACE",0.158954333517946,68.7749583495975,1.21704087625451,38.3643239305186,608.31204251913,608.31204251913,"ok"
"assessment_time_fournier_2025_pmpuq",2,202,"Original Relationality",0.0201410445111844,63.4279986988129,1.07097967167567,25.075687732646,964.585798896544,964.585798896544,"ok"
"assessment_time_fournier_2025_pmpuq",2,202,"Recursive Relationality",0.245135426474539,72.4193473925243,1.29347053844153,30.7859900168738,799.935993890767,799.935993890767,"ok"
"assessment_time_fournier_2025_pmpuq",2,202,"Ensemble",0.100189283236926,70.5378883893007,1.20040001905827,42.3040600782477,897.127670698726,897.127670698726,"ok"
"assessment_time_fournier_2025_pmpuq",3,303,"eJaccard",0.213567945768189,66.6375211414715,1.20693696010988,33.3080680316283,1001.85244543825,1001.85244543825,"ok"
"assessment_time_fournier_2025_pmpuq",3,303,"Podani",0.00658179181906602,72.1355606617013,1.15293156297473,45.7081473181756,1335.43785552346,1335.43785552346,"ok"
"assessment_time_fournier_2025_pmpuq",3,303,"Euclidean",0.0256001912721437,68.2734958412111,1.11143767336785,18.5083376870766,1568.97161941317,1568.97161941317,"ok"
"assessment_time_fournier_2025_pmpuq",3,303,"Cosine",0.208619674814576,71.8952116912634,1.3505321911983,2.22537785225881,NA,1222.7571240192,"failed"
"assessment_time_fournier_2025_pmpuq",3,303,"eDice",0.1549655886598,63.7440454856469,1.14383333353876,25.9231406872292,716.015796764841,716.015796764841,"ok"
"assessment_time_fournier_2025_pmpuq",3,303,"Correlation",0.321816078144475,72.1087067458466,1.35269486851451,30.3571451172993,739.106260114804,739.106260114804,"ok"
"assessment_time_fournier_2025_pmpuq",3,303,"ACE",0.181837784247373,71.3132558652063,1.24971553428745,29.2419787152797,723.664530127007,723.664530127007,"ok"
