"table","replicate","seed","n_items","n_resp","n_resp_full","N_capped","OverallSD","OverallKurt","OverallRightKurt","VarColPC1","SkewColPC1","SkewColPC2","Skewness","Mean_Row_Corr","Row_Corr_Kurtosis","CorrRightKurt","Mean_Col_Kurtosis","Mean_SD_Ratio","PercentOut","intrinsicDemnsionalityProp","PercentOut_cells","OverallRightKurt_corrected","nrOut_raw","intrinsicDim_raw"
"alsyouf_2024_facilitating_conditions",3,303,6,429,429,FALSE,1.08503195073471,-0.414180283795643,-2.00077443679816,3.51606596470514,-0.36918183849337,-0.215498511113278,-0.407627112487364,0.0393027278301271,-1.16927803482114,-1.12931146434344,-0.295932716707857,0.984193298509748,83.3333333333333,0.333333333333333,0.0439005439005439,-1.2699899158334,5,2
"assessment_time_fournier_2025_pmpuq",1,101,15,395,395,FALSE,1.00318021251395,-0.926091278726564,-1.43519009056621,2.76469961464218,0.204599969155719,0.445352609593177,0.520810726194962,0.415037766482048,0.0197678587349199,-0.957919211981185,0.830016009154232,0.801295349537925,66.6666666666667,0.333333333333333,0.0334177215189873,-1.19163835483993,10,5
"assessment_time_fournier_2025_pmpuq",2,202,15,395,395,FALSE,1.00318021251395,-0.926091278726564,-1.43519009056621,2.76469961464218,0.204599969155719,0.445352609593177,0.520810726194962,0.415037766482048,0.0197678587349199,-0.957919211981185,0.830016009154232,0.801295349537925,66.6666666666667,0.333333333333333,0.0334177215189873,-1.19163835483993,10,5
"assessment_time_fournier_2025_pmpuq",3,303,15,395,395,FALSE,1.00318021251395,-0.926091278726564,-1.43519009056621,2.76469961464218,0.204599969155719,0.445352609593177,0.520810726194962,0.415037766482048,0.0197678587349199,-0.957919211981185,0.830016009154232,0.801295349537925,66.6666666666667,0.333333333333333,0.0334177215189873,-1.19163835483993,10,5
"assessment_time_fournier_2025_upps",1,101,20,398,398,FALSE,0.894701849968061,-0.698168204016743,-1.55559398282316,4.25992676053817,0.237052829865817,-0.234504239148921,0.319112674915993,0.239475462714997,-0.159737615570045,0.357823414867013,-0.349454976201841,0.900285940200913,40,0.3,0.00778894472361809,-0.311695934388784,8,6
"assessment_time_fournier_2025_upps",2,202,20,398,398,FALSE,0.894701849968061,-0.698168204016743,-1.55559398282316,4.25992676053817,0.237052829865817,-0.234504239148921,0.319112674915993,0.239475462714997,-0.159737615570045,0.357823414867013,-0.349454976201841,0.900285940200913,40,0.3,0.00778894472361809,-0.311695934388784,8,6
"assessment_time_fournier_2025_upps",3,303,20,398,398,FALSE,0.894701849968061,-0.698168204016743,-1.55559398282316,4.25992676053817,0.237052829865817,-0.234504239148921,0.319112674915993,0.239475462714997,-0.159737615570045,0.357823414867013,-0.349454976201841,0.900285940200913,40,0.3,0.00778894472361809,-0.311695934388784,8,6
"autism_blotner_2025_s2_aq",1,101,10,525,525,FALSE,0.914569227740264,-0.805411074619568,-1.96779840675886,1.56706306538962,0.177280722424759,-0.202359899332822,-0.0967542020113043,0.236050710011217,-0.453344634737627,-0.767508996416579,-0.246372458575126,0.8771309621904,50,0.4,0.056952380952381,-1.29988346963475,5,4
"beh_boredom_bieleke2022",2,202,19,635,635,FALSE,1.73308860106974,-1.23661085744154,-1.99156196287991,8.33122985927363,1.37994785795089,-0.196065781220761,0.437236546595712,0.541387595410372,1.04621864866554,-0.88872077822719,1.64628378260639,0.702059025195561,63.1578947368421,0.315789473684211,0.0705346042271032,-1.06001879929934,12,6
"beh_boredom_bieleke2022",3,303,19,635,635,FALSE,1.73308860106974,-1.23661085744154,-1.99156196287991,8.33122985927363,1.37994785795089,-0.196065781220761,0.437236546595712,0.541387595410372,1.04621864866554,-0.88872077822719,1.64628378260639,0.702059025195561,63.1578947368421,0.315789473684211,0.0705346042271032,-1.06001879929934,12,6
"chen2022b_socsupport",1,101,12,382,382,FALSE,1.6365002561575,-0.637181851368167,-1.9894462990663,16.0808908847504,0.339485611810965,-0.0489337609243547,-0.322726445264825,0.0439791656927791,-0.396592816626178,0.397518074150196,-0.60757687712403,0.990531550407987,0,0.25,0,-1.31303544386212,0,3
"chen2022b_socsupport",2,202,12,382,382,FALSE,1.6365002561575,-0.637181851368167,-1.9894462990663,16.0808908847504,0.339485611810965,-0.0489337609243547,-0.322726445264825,0.0439791656927791,-0.396592816626178,0.397518074150196,-0.60757687712403,0.990531550407987,0,0.25,0,-1.31303544386212,0,3
"chen2022b_socsupport",3,303,12,382,382,FALSE,1.6365002561575,-0.637181851368167,-1.9894462990663,16.0808908847504,0.339485611810965,-0.0489337609243547,-0.322726445264825,0.0439791656927791,-0.396592816626178,0.397518074150196,-0.60757687712403,0.990531550407987,0,0.25,0,-1.31303544386212,0,3
"christiannationalism_davis2021",1,101,6,1229,1229,FALSE,1.43821686471419,-1.43834232285996,-1.94382143412813,5.95435835210477,-0.0389990687439369,0.610044404019083,-0.0631347078550163,0.236449446621234,-0.434323495074719,-0.768886738075414,-1.01297545842721,0.935418915842189,16.6666666666667,0.333333333333333,0.00989964740981828,-0.769063006442674,1,2
"christiannationalism_davis2021",2,202,6,1229,1229,FALSE,1.43821686471419,-1.43834232285996,-1.94382143412813,5.95435835210477,-0.0389990687439369,0.610044404019083,-0.0631347078550163,0.236449446621234,-0.434323495074719,-0.768886738075414,-1.01297545842721,0.935418915842189,16.6666666666667,0.333333333333333,0.00989964740981828,-0.769063006442674,1,2
"christiannationalism_davis2021",3,303,6,1229,1229,FALSE,1.43821686471419,-1.43834232285996,-1.94382143412813,5.95435835210477,-0.0389990687439369,0.610044404019083,-0.0631347078550163,0.236449446621234,-0.434323495074719,-0.768886738075414,-1.01297545842721,0.935418915842189,16.6666666666667,0.333333333333333,0.00989964740981828,-0.769063006442674,1,2
"consideration_future_consequences",2,202,12,2000,14796,TRUE,1.33938213216065,-1.25299722141371,-1.99999308708255,8.05558569118,-0.412773760356577,0.0325510477814506,-0.206270976380987,0.136628627261614,-0.849165825405099,-0.99851825291654,-0.787163937000051,0.926699281336382,16.6666666666667,0.25,0.016125,-1.59691308384201,2,3
"conspiracy_asd__conspiracy_gcbs",1,101,15,422,422,FALSE,1.37577373159824,-1.21376734191793,-1.95901710861711,14.2820190105691,0.109566228973948,0.406169299582725,0.161901596488696,0.181272141339734,-0.318986648698446,0.124984427136952,-0.99296449560693,0.951212894862182,0,0.133333333333333,0,-1.40155686045519,0,2
"conspiracy_asd__conspiracy_gcbs",2,202,15,422,422,FALSE,1.37577373159824,-1.21376734191793,-1.95901710861711,14.2820190105691,0.109566228973948,0.406169299582725,0.161901596488696,0.181272141339734,-0.318986648698446,0.124984427136952,-0.99296449560693,0.951212894862182,0,0.133333333333333,0,-1.40155686045519,0,2
"conspiracy_asd__conspiracy_gcbs",3,303,15,422,422,FALSE,1.37577373159824,-1.21376734191793,-1.95901710861711,14.2820190105691,0.109566228973948,0.406169299582725,0.161901596488696,0.181272141339734,-0.318986648698446,0.124984427136952,-0.99296449560693,0.951212894862182,0,0.133333333333333,0,-1.40155686045519,0,2
